abandonado;1;0;0;1;1;0
abejas;1;0;0;1;1;0
aborto;1;0;0;1;1;0
abrasador;1;0;0;1;1;0
abrazo;0;1;0;1;0;1
abrumado;1;0;0;1;1;0
absurdo;1;0;1;0;1;0
abundancia;0;1;0;1;0;1
aburrido;1;0;1;0;1;0
accidente;1;0;0;1;1;0
ácido;1;0;0;1;1;0
acogedor;0;1;1;0;0;1
acontecimiento;0;1;0;1;0;1
acre;1;0;1;0;1;0
activar;0;1;0;1;0;1
acuerdo;0;1;1;0;0;1
acurrucarse;0;1;1;0;0;1
adicto;1;0;0;1;1;0
adinerado;0;1;0;1;0;1
admirado;0;1;0;1;0;1
adorable;0;1;0;1;0;1
adulto;0;1;1;0;0;1
afectar;1;0;0;1;1;0
afecto;0;1;0;1;0;1
afianzar;0;1;0;1;0;1
afligido;1;0;1;0;1;0
afortunado;0;1;0;1;0;1
agilidad;0;1;0;1;0;1
agobiado;1;0;0;1;1;0
agonía;1;0;0;1;1;0
agradecido;0;1;0;1;0;1
agresión;1;0;0;1;1;0
agresivo;1;0;0;1;1;0
agua;0;1;1;0;0;1
aguanieve;0;1;1;0;1;0
aguja;1;0;0;1;1;0
ahogarse;1;0;0;1;1;0
ahorrar;0;1;1;0;0;1
aire;0;1;1;0;1;0
alba;0;1;1;0;1;0
alcohólico;1;0;0;1;1;0
alegre;0;1;0;1;0;1
alergia;1;0;0;1;1;0
alerta;1;0;0;1;1;0
almohada;0;1;1;0;0;1
amabilidad;0;1;0;1;0;1
amable;0;1;1;0;0;1
amado;0;1;0;1;0;1
amanecer;0;1;1;0;1;0
amarillo;0;1;1;0;0;1
ambición;0;1;0;1;0;1
ambulancia;1;0;0;1;1;0
amenaza;1;0;0;1;1;0
amigable;0;1;0;1;0;1
amigo;0;1;0;1;0;1
amor;0;1;0;1;1;0
ampolla;1;0;1;0;1;0
ángel;0;1;1;0;1;0
angustiado;1;0;0;1;1;0
anhelo;1;0;0;1;1;0
ánimo;0;1;0;1;0;1
ansioso;1;0;0;1;1;0
aplastado;1;0;0;1;1;0
aplausos;0;1;0;1;0;1
aprender;0;1;0;1;0;1
aprobación;0;1;0;1;0;1
apuros;1;0;0;1;1;0
araña;1;0;0;1;1;0
árbol;0;1;1;0;0;1
arco-iris;0;1;1;0;1;0
arma;1;0;0;1;1;0
armario;0;1;1;0;0;1
arrepentido;1;0;0;1;1;0
arrogante;1;0;0;1;1;0
arte;0;1;0;1;1;0
as;0;1;0;1;0;1
ascensor;1;0;1;0;1;0
asediado;1;0;0;1;1;0
asesinar;1;0;0;1;1;0
asesino;1;0;0;1;1;0
asfixiarse;1;0;0;1;1;0
asiento;0;1;1;0;0;1
asombrado;0;1;0;1;1;0
áspero;1;0;1;0;1;0
asqueado;1;0;0;1;1;0
asqueroso;1;0;0;1;1;0
astronauta;0;1;0;1;1;0
asustado;1;0;0;1;1;0
ataúd;1;0;0;1;1;0
aterrorizado;1;0;0;1;1;0
ático;0;1;0;0;1;0
atracador;1;0;0;1;1;0
atrevido;0;1;0;1;0;1
atrocidad;1;0;0;1;1;0
aurora;0;1;1;0;1;0
autobús;1;0;0;0;1;0
avalancha;1;0;0;1;1;0
avaricia;1;0;0;1;1;0
avenida;1;0;0;1;1;0
aventura;0;1;0;1;0;1
avergonzado;1;0;0;1;1;0
avión;0;1;0;1;1;0
avispa;1;0;0;1;1;0
azúcar;0;1;0;1;0;1
azul;0;1;1;0;0;1
bailarín;0;1;0;1;0;1
bala;1;0;0;1;1;0
bancarrota;1;0;0;1;1;0
banco;0;1;1;0;0;1
bandera;1;0;1;0;0;1
bañera;0;1;1;0;0;1
baño;0;1;1;0;0;1
bar;0;1;0;1;0;1
barco;0;1;0;1;0;1
barril;1;0;1;0;1;0
bastardo;1;0;0;1;1;0
basto;1;0;1;0;1;0
bastón;1;0;1;0;0;1
basura;1;0;1;0;1;0
bebé;0;1;0;1;0;1
bebida;0;1;0;1;0;1
belleza;0;1;0;1;0;1
bendecir;0;1;1;0;1;0
beso;0;1;0;1;0;1
bestia;1;0;0;1;1;0
blanco;0;1;1;0;0;1
blasfemia;1;0;0;1;1;0
boda;0;1;0;1;0;1
bodega;0;1;1;0;0;1
bofetada;1;0;0;1;1;0
bomba;1;0;0;1;1;0
bombilla;0;1;1;0;0;1
botella;0;1;1;0;0;1
boxeador;1;0;0;1;1;0
brazo;0;1;1;0;0;1
brillante;0;1;0;1;0;1
brío;0;1;0;1;0;1
brisa;0;1;1;0;1;0
brutal;1;0;0;1;1;0
buceador;0;1;0;1;1;0
bueno;0;1;1;0;0;1
búho;0;1;1;0;1;0
bulto;1;0;0;1;1;0
burla;1;0;0;1;1;0
caballo;0;1;0;1;1;0
cable;1;0;1;0;0;1
cachorro;0;1;0;1;0;1
cadáver;1;0;0;1;1;0
caída;1;0;0;1;1;0
calidad;0;1;0;1;0;1
callado;1;0;1;0;1;0
calle;0;1;0;1;0;1
callejón;1;0;0;1;1;0
calmar;0;1;1;0;0;1
calor;0;1;0;1;1;0
cama;0;1;1;0;0;1
camión;1;0;1;0;1;0
campeón;0;1;0;1;0;1
campo;0;1;1;0;0;1
cáncer;1;0;0;1;1;0
canción;0;1;0;1;0;1
cansado;1;0;1;0;1;0
cañón;1;0;0;1;1;0
caos;1;0;0;1;1;0
capaz;0;1;0;1;0;1
capricho;0;1;0;1;0;1
cara;0;1;0;1;0;1
caramelo;0;1;1;0;0;1
cárcel;1;0;0;1;1;0
caricia;0;1;0;1;0;1
cariñoso;0;1;0;1;0;1
carretera;0;0;0;1;1;0
carro;1;0;1;0;0;1
carroña;1;0;0;1;1;0
carta;0;1;0;1;0;1
casa;0;1;1;0;0;1
cascada;0;1;0;1;1;0
casino;1;0;1;0;1;0
casita;0;1;1;0;0;1
castigo;1;0;0;1;1;0
celos;1;0;0;1;1;0
célula;1;0;1;0;1;0
cementerio;1;0;0;1;1;0
cena;0;1;0;1;0;1
cerdo;1;0;1;0;1;0
césped;0;1;1;0;0;1
cesta;0;1;1;0;0;1
chaleco;1;0;1;0;0;1
champiñón;1;0;1;0;0;1
chantaje;1;0;0;1;1;0
chica;0;1;1;0;0;1
chico;0;1;0;1;0;1
chiflado;1;0;0;1;1;0
chillido;1;0;0;1;1;0
chiste;0;1;0;1;0;1
chocolate;0;1;0;1;0;1
choque;1;0;0;1;1;0
cicatriz;1;0;0;1;1;0
ciclón;1;0;0;1;1;0
ciego;1;0;0;1;1;0
cielo;0;1;1;0;1;0
ciempiés;1;0;1;0;1;0
cieno;1;0;1;0;1;0
circo;0;1;0;1;1;0
círculo;1;0;1;0;1;0
cirugía;1;0;0;1;1;0
ciudad;0;1;0;1;1;0
cobarde;1;0;0;1;1;0
coche;0;1;0;1;1;0
cocina;0;1;1;0;0;1
cocinero;0;1;0;1;0;1
codo;1;0;1;0;0;1
coito;0;1;0;1;0;1
cólera;1;0;0;1;1;0
color;0;1;0;1;0;1
columna;1;0;1;0;0;1
comedia;0;1;0;1;0;1
comer;0;1;0;1;0;1
comida;0;1;0;1;0;1
comprometido;0;1;0;1;0;1
concentrado;0;1;0;1;0;1
conejito;0;1;1;0;0;1
conejo;0;1;0;1;1;0
confianza;0;1;0;1;0;1
confort;0;1;1;0;0;1
confuso;1;0;0;1;1;0
conocimiento;0;1;0;1;0;1
considerado;0;1;1;0;0;1
consigna;1;0;1;0;1;0
consolado;0;1;1;0;0;1
contaminar;1;0;0;1;1;0
contenido;0;1;1;0;1;0
contexto;0;0;1;0;0;1
convencido;0;1;0;1;0;1
coqueto;0;1;0;1;0;1
corazón;0;1;0;1;1;0
corcho;1;0;1;0;0;1
cordero;0;1;1;0;0;1
corona;0;1;1;0;1;0
corredor;1;0;0;1;1;0
